id,type,name,creator,starring,year,rating,time,genres,country,describle
80194671,movie,the climb,guillermo del toro,"ahmed sylla, alice belaïdi, kevin razy",2017,tv-pg,105 min,"romantic comedy movies ,drama movies ,comedy movies ,romantic movies ,movies based on books ,movies based on real life ,action & adventure movies",france,a young senegalese-french man from humble roots sets out to climb mount everest to impress the woman he loves -- and slowly becomes a media sensation.
80162197,movie,offline – das leben ist kein bonuslevel,guillermo del toro,"moritz jahn, mala emde, ugur ekeroglu",2016,tv-pg,88 min,"comedy movies ,action & adventure movies",germany,competitive gamer jan finds his life thrown for a loop when his bitter rival hacks his identity just before a high-stakes tournament.
81602987,movie,super senior heroes,guillermo del toro,"bhagyaraj, ambika, manobala",2020,tv-pg,139 min,"drama movies ,comedy movies ,action & adventure movies",india,"to impress his grandson, a widower forms a pretend superhero league with his friends, but they must unexpectedly take real action when trouble arises."
81597206,movie,ben & jody,guillermo del toro,"chicco jerikho, rio dewanto, hana malasan",2022,tv-ma,113 min,"drama movies ,movies based on books ,action & adventure movies",indonesia,two best friends band together with a group of villagers to fight back against treacherous illegal loggers attempting to take away their land.
80103475,movie,nerve,guillermo del toro,"emma roberts, dave franco, juliette lewis",2016,tv-pg,96 min,"crime movies ,thriller movies ,movies based on books ,action & adventure movies",united states,"an online game of truth or dare turns deadly for a newbie player who assumed she was signing up for harmless fun. now, the only way out is to win."
81319137,tv show,ranveer vs wild with bear grylls,guillermo del toro,"ranveer singh, bear grylls",2022,tv-14,1h 10m,"reality tv ,action & adventure movies",india,"click through this interactive special, helping superstar ranveer singh and adventurer bear grylls brave the serbian wilderness to find a rare flower."
81424365,movie,the knight and the princess,guillermo del toro,"medhat saleh, mohamed henedi, donia samir ghanim",2019,tv-pg,96 min,"adult animation ,middle eastern movies ,action & adventure movies ,musicals",egypt,"a fictional account of the heroic quests of a 7th-century knight, from rescuing hostages abducted by pirates in the indian sea to taking on a tyrant."
81696792,movie,bear man,guillermo del toro,"park sung-woong, choi min-soo, oh dal-soo",2023,tv-ma,97 min,"comedy movies ,action & adventure movies",south korea,"in this comic take on the dangun myth, twin bear cubs transform into human brothers who wind up on opposite sides of the law as a cop and a criminal."
81689962,movie,marry my dead body,guillermo del toro,"greg hsu, austin lin, gingle wang",2023,tv-ma,129 min,"lgbtq+ movies ,drama movies ,comedy movies ,action & adventure movies",china,"after finding an odd envelope, policeman ming-han's life takes a spooky turn: he's now wed to a ghost husband, and they must solve a crime together."
81591199,movie,extremely easy job,guillermo del toro,"hua vi van, tien luat, thu trang",2022,tv-14,117 min,"comedy movies ,action & adventure movies",vietnam,a retired policeman and a team of neighborhood misfits use a restaurant as a front to capture an elusive crime boss.
81168885,movie,extreme job,guillermo del toro,"ryu seung-ryong, lee hanee, jin sun-kyu",2019,tv-14,111 min,"comedy movies ,action & adventure movies",south korea,a narcotics unit takes over a restaurant near a gang's hideout when the food they sold to keep their cover turns into the next big chicken franchise.
81464329,movie,zom 100: bucket list of the dead,guillermo del toro,"eiji akaso, mai shiraishi, shuntaro yanagi",2023,tv-ma,129 min,"comedy movies ,horror movies ,action & adventure movies",japan,"bullied by his boss, worked around the clock, he's nothing more than a corporate drone. all it takes is a zombie outbreak for him to finally feel alive!"
81241364,movie,the hitman's wife's bodyguard,guillermo del toro,"ryan reynolds, samuel l. jackson, salma hayek",2021,tv-ma,99 min,"crime movies ,comedy movies ,action & adventure movies",united states,"bodyguard michael bryce is thrown in with hitman darius kincaid and wife sonia as they get sucked into a global plot in this wild, over-the-top comedy."
81511779,movie,bullet train,guillermo del toro,"brad pitt, joey king, aaron taylor-johnson",2022,tv-ma,126 min,"crime movies ,comedy movies ,movies based on books ,action & adventure movies",united states,five assassins board a japanese bullet train bound for kyoto and come to discover that their seemingly separate missions are mysteriously linked.
70208247,movie,21 jump street,guillermo del toro,"jonah hill, channing tatum, brie larson",2012,tv-ma,109 min,"comedy movies ,action & adventure movies",united states,two rookie cops go from park duty to prom when they’re given a big assignment: bust a drug ring by going undercover as high school students.
81238548,movie,"masculine old man, beauty and gangsters",guillermo del toro,"hoai linh, toc tien, thuong tin",2015,tv-14,91 min,"comedy movies ,action & adventure movies",vietnam,"fueled by regret, a crusty hustler searches for his long-lost wife but gets sidetracked when he crosses paths with a dj and a gangster from his past."
81507232,movie,the fable: the killer who doesn't kill,guillermo del toro,"junichi okada, fumino kimura, shinichi tsutsumi",2021,tv-14,131 min,"comedy movies ,action & adventure movies",japan,"while trying to live a normal life, a deadly assassin must somehow protect a young woman and confront a man bent on revenge — without killing anyone!"
80119311,movie,the hitman’s bodyguard,guillermo del toro,"ryan reynolds, samuel l. jackson, gary oldman",2017,tv-ma,113 min,"comedy movies ,action & adventure movies",united states,"a ""boring is best"" bodyguard must ensure a star witness -- who happens to be a volatile assassin -- stays alive to testify against a brutal dictator."
80232655,movie,shaft,guillermo del toro,"samuel l. jackson, jessie t. usher, regina hall",2019,tv-ma,111 min,"crime movies ,comedy movies ,action & adventure movies",united states,"when the son he doesn't know comes to him for help, badass private eye john shaft discovers his offspring is anything but a chip off the old block."
81186234,movie,the out-laws,guillermo del toro,"adam devine, pierce brosnan, ellen barkin",2023,tv-ma,97 min,"romantic comedy movies ,comedy movies ,romantic movies ,action & adventure movies",united states,"when the bank owen manages gets robbed just days before his wedding, the evidence all points in one incredibly awkward direction: his future in-laws."
81670615,movie,"bua pun, beauty and the blade",guillermo del toro,"anne thongprasom, kanawut traipipattanapong, apaporn nakornsawan",2022,tv-ma,110 min,"comedy movies ,action & adventure movies",thailand,"when a violent gang threatens her hometown, bua — a brave young woman with extraordinary abilities — must step up to protect her village's treasure."
80142090,movie,baby driver,guillermo del toro,"ansel elgort, kevin spacey, lily james",2017,tv-ma,113 min,"crime movies ,comedy movies ,action & adventure movies",united states,"smooth-faced getaway driver baby is a music junkie in deep with a bad dude. he's got just one job left, but it's all about to go sideways."
81186049,movie,day shift,guillermo del toro,"jamie foxx, dave franco, natasha liu bordizzo",2022,tv-ma,113 min,"comedy movies ,horror movies ,action & adventure movies",united states,an la vampire hunter has a week to come up with the cash to pay for his kid's tuition and braces. trying to make a living these days just might kill him.
70285697,movie,blind detective,guillermo del toro,"andy lau, sammi cheng, gao yuanyuan",2013,tv-14,129 min,"comedy movies ,action & adventure movies",china,"when a cop loses his vision, his detecting skills stay sharp. luckily, a rookie officer recognizes his extraordinary powers of deduction."
81588091,movie,spy kids: armageddon,guillermo del toro,"gina rodriguez, zachary levi, connor esterson",2023,tv-y,97 min,"family movies ,kids & family movies ,comedy movies ,spy movies",united states,"when a game developer unleashes a powerful computer virus, the children of two secret agents must work together to save their parents — and the world."
80237245,movie,the monkey king,guillermo del toro,"jimmy o. yang, bowen yang, jolie hoang-rappaport",2023,tv-y,96 min,"family movies ,kids & family movies ,comedy movies ,movies based on books",united states,"a stick-wielding monkey teams with a young girl on an epic quest for immortality, battling demons, dragons, gods — and his own ego — along the way."
81247686,movie,face off,guillermo del toro,"ly hai, truong giang, vo thanh tam",2015,tv-pg,94 min,"comedy movies ,action & adventure movies",vietnam,"after unearthing diamonds in the wilderness, a man is hunted by a murderous gang and must outrun them with the help of a newfound friend."
81247687,movie,face off 2: the studio,guillermo del toro,"ly hai, hua minh dat, quoc thuan",2016,tv-pg,89 min,"comedy movies ,action & adventure movies",vietnam,"hoping to keep their film from shutting down, two stuntmen take on an odd job to finance it — only to become the unwitting pawns of a criminal syndicate."
81604825,movie,rangabali,guillermo del toro,"naga shourya, yukti thareja, shine tom chacko",2023,tv-14,134 min,"romantic comedy movies ,drama movies ,comedy movies ,romantic movies ,action & adventure movies",india,"when carefree shaurya has to move from rajavaram to the big city, he faces a tricky path to romance — and new revelations about his beloved hometown."
81497489,movie,big nunu's little heist,guillermo del toro,"jefferson tshabalala, tony miyambo, amahle khumalo",2023,tv-14,92 min,"comedy movies ,action & adventure movies",south africa,an ex-soldier turned deliveryman is dragged into a local kingpin's bumbling gang to pull off a daring heist in an infamous south african township.
81424438,movie,guns akimbo,guillermo del toro,"daniel radcliffe, samara weaving, natasha liu bordizzo",2019,tv-ma,97 min,"comedy movies ,action & adventure movies",germany,"after trolling the wrong people, a video game developer wakes to find guns bolted to his hands and is forced to participate in a real-life deathmatch."
81416977,movie,the takedown,guillermo del toro,"omar sy, laurent lafitte, izïa higelin",2022,tv-ma,121 min,"crime movies ,comedy movies ,action & adventure movies",france,"forced to reteam after a decade, two mismatched cops investigate a murder in a divided french town, where a wider conspiracy looms."
81005492,movie,spenser confidential,guillermo del toro,"mark wahlberg, winston duke, alan arkin",2020,tv-ma,111 min,"crime movies ,comedy movies ,mystery movies ,movies based on books ,action & adventure movies",united states,"spenser, an ex-cop and ex-con, teams up with aspiring fighter hawk to uncover a sinister conspiracy tied to the deaths of two boston police officers."
81251628,movie,the man from toronto,guillermo del toro,"kevin hart, woody harrelson, kaley cuoco",2022,tv-pg,112 min,"comedy movies ,action & adventure movies",united states,a case of mistaken identity forces a bumbling entrepreneur to team up with a notorious assassin known as the man from toronto in hopes of staying alive.
81435736,movie,omo ghetto: the saga,guillermo del toro,"funke akindele-bello, ayo makun, chioma chukwuka akpotha",2020,tv-ma,146 min,"drama movies ,comedy movies ,action & adventure movies",nigeria,"twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them."
81212842,movie,murder mystery 2,guillermo del toro,"adam sandler, jennifer aniston, mark strong",2023,tv-pg,90 min,"comedy movies ,mystery movies ,action & adventure movies",united states,"after starting their own detective agency, nick and audrey spitz land a career-making case when their billionaire pal is kidnapped from his wedding."
81253859,movie,the last mercenary,guillermo del toro,"jean-claude van damme, alban ivanov, éric judor",2021,tv-pg,112 min,"comedy movies ,action & adventure movies",france,a legendary secret agent-turned-mercenary comes out of hiding to save the son he's never met. learning how to be a dad may be his toughest mission yet.
80242619,movie,murder mystery,guillermo del toro,"adam sandler, jennifer aniston, luke evans",2019,tv-14,98 min,"comedy movies ,mystery movies ,action & adventure movies",united states,"on a long-awaited trip to europe, a new york city cop and his hairdresser wife scramble to solve a baffling murder aboard a billionaire's yacht."
81227923,movie,børning 3: asphalt burning,guillermo del toro,"anders baasmo christiansen, kathrine thorborg johansen, ida husøy",2020,tv-pg,100 min,"comedy movies ,action & adventure movies",norway,"when the brakes slam on his wedding, roy accepts a challenge from a new foe to race for his runaway bride at the iconic nürburgring track in germany."
80202809,movie,superlopez,guillermo del toro,"dani rovira, alexandra jiménez, julián lópez",2018,tv-pg,107 min,"comedy movies ,action & adventure movies",spain,"in this adaptation of the comic strip, juan lópez must balance an office job with heroic feats to save the love of his life and native planet chitón."
80063265,movie,the do-over,guillermo del toro,"adam sandler, david spade, paula patton",2016,tv-ma,108 min,"comedy movies ,action & adventure movies",united states,the life of a bank manager is turned upside down when a friend from his past manipulates him into faking his own death and taking off on an adventure.
80049284,movie,the nice guys,guillermo del toro,"russell crowe, ryan gosling, angourie rice",2016,tv-ma,115 min,"comedy movies ,mystery movies ,action & adventure movies",united states,a private eye and a tough guy for hire get tangled up in the seamy side of 1970s los angeles as they investigate an adult film star's mysterious death.
80189631,movie,america: the motion picture,guillermo del toro,"channing tatum, jason mantzoukas, olivia munn",2021,tv-ma,98 min,"adult animation ,comedy movies ,action & adventure movies",united states,a chainsaw-wielding george washington teams with beer-loving bro sam adams to take down the brits in a tongue-in-cheek riff on the american revolution.
81344237,movie,my god!! father,guillermo del toro,"thanavat vatthanaputi, chantavit dhanasevi, dollacha phoowijarn cowell",2020,tv-pg,104 min,"drama movies ,comedy movies ,action & adventure movies",thailand,"a racer lands in a near-fatal accident that helps him see his father from a different perspective in this adaptation from the chinese film ""duckweed."""
81418329,movie,the fable,guillermo del toro,"junichi okada, fumino kimura, mizuki yamamoto",2019,tv-14,123 min,"comedy movies ,action & adventure movies",japan,"an elite gun-for-hire is forced to lay low and not kill anyone for a year, but underworld figures start to threaten his newly calm and quiet life."
81414862,movie,anonymous,guillermo del toro,"oc thanh van, kha ngan, la thanh",2016,tv-14,93 min,"comedy movies ,action & adventure movies",vietnam,"a mother and daughter sell street food while covertly using their martial arts skills to help people in need, including a famous singer in trouble."
81635997,movie,lost in saigon,guillermo del toro,"diễm my, hua vi van, viet huong",2016,tv-14,99 min,"comedy movies ,action & adventure movies",vietnam,"a family finds itself on the run from jewel thieves, and it’s up to a blundering self-described agent to rescue them — for better or worse."
81437344,movie,seoul vibe,guillermo del toro,"yoo ah-in, ko kyung-pyo, lee kyoo-hyung",2022,tv-14,140 min,"crime movies ,comedy movies ,action & adventure movies",south korea,"in the days leading up to the 1988 seoul olympics, a ragtag team of drivers and mechanics go undercover to dismantle a massive money-laundering ring."
81079259,movie,thunder force,guillermo del toro,"melissa mccarthy, octavia spencer, jason bateman",2021,tv-14,107 min,"comedy movies ,action & adventure movies",united states,two childhood best friends reunite as an unlikely crime-fighting superhero duo when one invents a formula that gives ordinary people superpowers.
81258582,movie,shakini dakini (tamil),guillermo del toro,"regina cassandra, nivetha thomas",2022,tv-pg,115 min,"crime movies ,comedy movies ,action & adventure movies",india,"awkward situations abound when two women become cadets at a male-dominated police academy, but the crime they uncover may be their biggest test of all."
81595543,movie,shehzada,guillermo del toro,"kartik aaryan, kriti sanon, manisha koirala",2023,tv-pg,142 min,"bollywood movies ,drama movies ,comedy movies ,action & adventure movies",india,"after realizing he was switched at birth by a conniving father, a rakish bantu’s life is upended when he becomes the heir to a billionaire."
70278990,movie,fukrey,guillermo del toro,"pulkit samrat, manjot singh, ali fazal",2013,tv-pg,135 min,"bollywood movies ,drama movies ,comedy movies ,action & adventure movies",india,four young male friends tackle the challenges and unexpected catastrophes of growing up clueless in this music-packed bollywood teen drama.
80017528,movie,happy new year,guillermo del toro,"shah rukh khan, deepika padukone, abhishek bachchan",2014,tv-14,178 min,"bollywood movies ,comedy movies ,action & adventure movies",india,a revenge-seeking diamond thief gathers a ragtag crew to infiltrate a dubai hotel hosting a dance contest. but first they have to learn how to dance.
80994666,movie,we can be heroes,guillermo del toro,"yaya gosselin, pedro pascal, priyanka chopra jonas",2020,tv-y,100 min,"family movies ,kids & family movies ,comedy movies",united states,"when alien invaders capture earth’s superheroes, their kids must learn to work together to save their parents — and the planet."
80013941,movie,penguins of madagascar: the movie,guillermo del toro,"tom mcgrath, christopher knights, chris miller",2014,tv-y,92 min,"family movies ,kids & family movies ,comedy movies ,spy movies",united states,"elite penguin spies skipper, kowalski, rico and private join forces with the suave agents of the north wind to defeat power-mad genius octavius brine."
81180203,movie,dora and the lost city of gold,guillermo del toro,"isabela merced, eugenio derbez, michael peña",2019,tv-y,105 min,"family movies ,kids & family movies ,comedy movies",united states,"when her parents disappear during a search for an ancient city of gold, the exuberant teen explorer and her friends head into the jungle to save them."
80204447,movie,bigfoot junior,guillermo del toro,"pappy faulkner, christopher l. parson, terrence stone",2018,tv-y7,91 min,"family movies ,kids & family movies ,comedy movies",belgium,"when adam reunites with his missing father, he learns his dad fled for good reason – he’s bigfoot! adam also discovers he has bigfoot traits of his own."
80071348,movie,kung fu panda 3,guillermo del toro,"jack black, bryan cranston, dustin hoffman",2016,tv-y,94 min,"family movies ,kids & family movies ,comedy movies ,martial arts movies",united states,"while po and his father are visiting a secret panda village, an evil spirit threatens all of china, forcing po to form a ragtag army to fight back."
81068803,movie,rise of the teenage mutant ninja turtles: the movie,guillermo del toro,"ben schwartz, omar benson miller, brandon mychal smith",2022,tv-y,82 min,"kids & family movies ,comedy movies",united states,the teen turtles and their mystic ninja powers are put to the ultimate test when ruthless creatures from another universe look to unleash extreme chaos.
81354554,movie,seal team,guillermo del toro,"jessie t. usher, j.k. simmons, kristen schaal",2021,tv-y,100 min,"family movies ,kids & family movies ,comedy movies",united states,fearless seal quinn assembles a squad of misfit recruits to stand up to ruthless sharks with razor-sharp teeth and reclaim the open sea.
81174879,movie,malibu rescue: the next wave,guillermo del toro,"ricardo hurtado, breanna yde, jackie r. jacobson",2020,tv-y,70 min,"family movies ,kids & family movies ,comedy movies",united states,"as summer returns to malibu, team flounder takes to the beach to host — and unexpectedly compete in — the international beachmaster competition."
80223928,movie,malibu rescue,guillermo del toro,"ricardo hurtado, breanna yde, jackie r. jacobson",2019,tv-y,69 min,"family movies ,kids & family movies ,comedy movies",united states,"when a long list of shenanigans lands tyler in hot water, he’s forced to suit up and spend his summer training for an elite junior lifeguard program."
80199682,movie,the christmas chronicles,guillermo del toro,"kurt russell, darby camp, judah lewis",2018,tv-y,105 min,"family movies ,kids & family movies ,comedy movies",united states,"after accidentally crashing santa's sleigh, a brother and sister pull an all-nighter to save christmas with a savvy, straight-talking st. nick."
80988988,movie,the christmas chronicles: part two,guillermo del toro,"kurt russell, goldie hawn, darby camp",2020,tv-y,115 min,"family movies ,kids & family movies ,comedy movies",united states,"unhappy over her mom’s new relationship, a now-teenage kate runs away and lands at the north pole, where a naughty elf is plotting to cancel christmas."
81660258,movie,ashman,guillermo del toro,"bashar al jazzaf, elham ali, lulwa almulla",2021,tv-y7,97 min,"family movies ,kids & family movies ,middle eastern movies ,comedy movies ,action & adventure movies",kuwait,"poisoned by a strange scientist posing as a soup vendor, a middle-aged father transforms into a superhero ready to fight evil and save the world."
81292136,movie,little singham samundar ka sikandar,guillermo del toro,"sumriddhi shukla, jigna bhardwaj, sonal kaushal",2021,tv-y,47 min,"kids & family movies ,comedy movies",india,"when monstrous creatures threaten to destroy an ocean kingdom, little singham dives in to save the king, princess and other deep-sea dwellers from doom."
80238399,movie,the sleepover,guillermo del toro,"sadie stanley, maxwell simkins, ken marino",2020,tv-y7,103 min,"family movies ,kids & family movies ,comedy movies ,mystery movies ,action & adventure movies",united states,what do you do if your parents are kidnapped by a crew of international thieves? you begin a wild overnight adventure — complete with spy gear.
81058723,tv show,the last kids on earth: happy apocalypse to you,guillermo del toro,"nick wolfhard, charles demers, montse hernandez",2021,tv-y,27m,"kids' tv ,kids & family movies ,tv shows based on books ,comedy movies ,movies based on books ,tv comedies ,tv cartoons",canada,"help jack and his monster-battling friends make choices to stay alive — and have some fun — in this interactive ""last kids on earth"" adventure!"
81252403,movie,fearless,guillermo del toro,"yara shahidi, miles robbins, miguel j. pimentel",2020,tv-y,91 min,"family movies ,kids & family movies ,comedy movies",united states,a teen gamer is forced to level up to full-time babysitter when his favorite video game drops three superpowered infants from space into his backyard.
81318058,movie,motu patlu: khazaane ki race,guillermo del toro,"saurav chakraborty, omee, sankalp",2015,tv-y,75 min,"kids & family movies ,comedy movies",india,"to find a treasure that could help their city thrive, motu and patlu must thwart a don and his henchman, who want the wealth for themselves!"
81318069,movie,motu patlu in the game of zones,guillermo del toro,saurav chakraborty,2019,tv-y,87 min,"kids & family movies ,comedy movies",india,"a board game becomes all too real for buddies motu and patlu when they get transported into its world of monsters, magic and mayhem."
81681504,movie,luc van tien: kung fu warrior,guillermo del toro,"andy long nguyen, diep lam anh, kim tuyen",2017,tv-pg,89 min,"comedy movies ,movies based on books ,action & adventure movies",vietnam,an ancient warrior travels through time to fight crime and rescue his lost love in contemporary vietnam in this folklore-inspired tale.
81344253,movie,the big 4,guillermo del toro,"abimana aryasatya, putri marino, arie kriting",2022,tv-ma,141 min,"comedy movies ,action & adventure movies",indonesia,four retired assassins spring back into action when they cross paths with a straight-arrow cop who's determined to track down an elusive murderer.
81598308,movie,fast & feel love,guillermo del toro,"nat kitcharit, urassaya sperbund, anusara korsamphan",2022,tv-pg,131 min,"sports movies ,romantic comedy movies ,comedy movies ,romantic movies ,action & adventure movies",thailand,a cup-stacking champion fights to hold onto his neglected love life while defending his title as the fastest speed stacker in the world.
81399614,movie,the mitchells vs. the machines,guillermo del toro,"danny mcbride, abbi jacobson, maya rudolph",2021,tv-14,114 min,comedy movies,united states,a robot apocalypse put the brakes on their cross-country road trip. now it’s up to the mitchells — the world’s weirdest family — to save the human race.
81716251,movie,face off 6: the ticket of destiny,guillermo del toro,"quoc cuong, trung dung, huy khanh",2023,tv-14,131 min,"drama movies ,action & adventure movies",vietnam,"six friends strike it big as their shared lottery ticket wins them billions, but a death in the group starts a chain of greed that could ruin it all."
81636002,movie,battle of the fists,guillermo del toro,"tien hoang, katleen phan vo, gi a nguyen",2021,tv-pg,93 min,"sports movies ,drama movies ,martial arts movies ,action & adventure movies",vietnam,the son of a master martial artist must rediscover his long-forgotten skills before facing his new love’s ex-boyfriend at a university competition.
81078578,movie,"the gangster, the cop, the devil",guillermo del toro,"don lee, kim moo-yeol, kim sung-kyu",2019,tv-14,105 min,"crime movies ,action & adventure movies",south korea,"willing to do whatever it takes to capture an elusive serial killer, a vengeful crime boss and a dogged cop form an unlikely alliance."
81711815,movie,the janitor,guillermo del toro,"dennis trillo, richard gomez, derek ramsay",2014,tv-ma,114 min,"crime movies ,drama movies ,action & adventure movies",philippines,an ex-cop is secretly enlisted as a hitman by a high-ranking police officer to hunt down the suspects behind a grisly bank robbery.
81647497,movie,high & low the worst x,guillermo del toro,"kazuma kawamura, yuta nakamoto, hokuto yoshino",2022,tv-14,119 min,action & adventure movies,japan,fists fly when oya high’s street fighters defend themselves from a three-school alliance of brawlers in this sequel to the hit franchise crossover.
81313229,movie,rurouni kenshin: the beginning,guillermo del toro,"takeru satoh, kasumi arimura, issey takahashi",2021,tv-ma,138 min,"period pieces ,action & adventure movies",japan,"before he was a protector, kenshin was a fearsome assassin known as battosai. but when he meets the gentle tomoe yukishiro, his story begins to change."
70293105,movie,rurouni kenshin: origins,guillermo del toro,"takeru satoh, emi takei, koji kikkawa",2012,tv-ma,134 min,"period pieces ,action & adventure movies",japan,"in 1868, after the bakumatsu war ends, the ex-assassin kenshin himura traverses japan with an inverted sword, to defend the needy without killing."
81603171,movie,furies,guillermo del toro,"dong anh quynh, toc tien, thuan nguyen",2023,tv-ma,109 min,"crime movies ,drama movies ,martial arts movies ,action & adventure movies",vietnam,"three furious vigilantes unite to take down a sinister crime syndicate that controls the mean streets of '90s saigon in this prequel to ""furie."""
81295067,movie,peninsula,guillermo del toro,"gang dong-won, lee jung-hyun, kwon hae-hyo",2020,tv-ma,115 min,"horror movies ,action & adventure movies",south korea,"on a perilous mission back to zombie-decimated south korea, a former soldier and his team encounter a family of survivors who seek escape."
70288432,movie,flu,guillermo del toro,"jang hyuk, su ae, park min-ha",2013,tv-14,121 min,"drama movies ,action & adventure movies",south korea,"in this 2013 thriller, the death toll mounts from an airborne disease in a south korean suburb, resulting in a quarantine and a reign of chaos."
80084765,movie,rise of the legend,guillermo del toro,"eddie peng, sammo kam-bo hung, luodan wang",2014,tv-ma,131 min,"drama movies ,martial arts movies ,period pieces ,action & adventure movies",china,"to curry his crime boss's favor, an orphaned kung fu prodigy goes after a rival gang's leader. but the youth also has a more dangerous agenda in mind."
70306400,movie,kung fu jungle,guillermo del toro,"donnie yen, wang baoqiang, charlie yeung",2014,tv-ma,99 min,"crime movies ,martial arts movies ,action & adventure movies",china,"in exchange for his own freedom, a former martial arts instructor convicted of murder offers to catch a cunning killer on the loose."
70259456,movie,the thieves,guillermo del toro,"kim yun-seok, lee jung-jae, kim hye-soo",2012,tv-14,135 min,"crime movies ,action & adventure movies",south korea,this slick caper flick finds korean and chinese professional thieves joining forces to pinch a $20 million diamond from an impenetrable casino vault.
81478985,movie,kill boksoon,guillermo del toro,"jeon do-yeon, sul kyung-gu, kim si-a",2023,tv-ma,136 min,action & adventure movies,south korea,"at work, she's a renowned assassin. at home, she's a single mom to a teenage daughter. killing? that's easy. it's parenting that's the hard part."
81313227,movie,rurouni kenshin: the final,guillermo del toro,"takeru satoh, emi takei, mackenyu",2021,tv-14,139 min,"period pieces ,action & adventure movies",japan,"in 1879, kenshin and his allies face their strongest enemy yet: his former brother-in-law enishi yukishiro and his minions, who've vowed their revenge."
80117824,movie,train to busan,guillermo del toro,"gong yoo, jung yu-mi, don lee",2016,tv-14,117 min,"horror movies ,action & adventure movies",south korea,"as a zombie outbreak sweeps the country, a dad and his daughter take a harrowing train journey in an attempt to reach the only city that's still safe."
70286084,movie,cold war,guillermo del toro,"aaron kwok, andy lau, charlie yeung",2012,tv-14,101 min,"crime movies ,action & adventure movies",china,"after five specially trained officers and a van full of firearms fall off the grid, the hong kong police start receiving calls from the hijackers."
80007759,movie,firestorm,guillermo del toro,"andy lau, lam ka tung, yao chen",2013,tv-ma,109 min,"crime movies ,action & adventure movies",china,"when a wave of bloody daylight heists terrifies citizens and shames the police, a straightlaced cop plays dirty to stop a ruthless criminal gang."
81399639,movie,carter,guillermo del toro,"joo won, lee sung-jae, jeong so-ri",2022,tv-ma,134 min,action & adventure movies,south korea,"a man wakes up missing his memories. directed by a mysterious voice from a device in his ear, he sets off on a hostage rescue mission rife with danger."
81249457,movie,long live the king,guillermo del toro,"kim rae-won, won jin-a, jin sun-kyu",2019,tv-14,117 min,"crime movies ,drama movies ,action & adventure movies",south korea,"after falling in love, a mob boss trades his notorious ways for a life as the people's hero — and as a candidate for a seat in the national assembly."
80177865,movie,the prison,guillermo del toro,"han seok-kyu, kim rae-won, lee kyung-yung",2017,tv-ma,119 min,"crime movies ,action & adventure movies",south korea,a cop-turned-convict discovers a crime syndicate inside a prison lorded over by an inmate crime boss -- and joins in on their nightly heists.
80108208,movie,phantom detective,guillermo del toro,"lee je-hoon, kim sung-kyun, park geun-hyeong",2016,tv-14,126 min,"crime movies ,mystery movies ,movies based on books ,action & adventure movies",south korea,"after 20 long years, a private eye finally tracks down his mother's killer only to find he's been kidnapped by a vicious, power-hungry organization."
81000511,movie,revenger,guillermo del toro,"bruce khan, park hee-soon, yoon jin-seo",2018,tv-ma,101 min,"martial arts movies ,action & adventure movies",south korea,"hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals."
80008748,movie,kundo: age of the rampant,guillermo del toro,"ha jung-woo, gang dong-won, lee kyung-yung",2014,tv-ma,137 min,"drama movies ,period pieces ,action & adventure movies ,social issue dramas",south korea,"in an era where status and wealth are decided by birth, a band of thieves risks their lives to steal from the rich and give to the poor and oppressed."
81002312,movie,believer,guillermo del toro,"cho jin-woong, ryu jun-yeol, kim sung-ryoung",2018,tv-ma,123 min,"crime movies ,drama movies ,action & adventure movies",south korea,a dogged detective in pursuit of a faceless drug kingpin gets a much-needed break when a survivor from a mysterious factory explosion decides to help.
81465109,movie,jung_e,guillermo del toro,"kang soo-youn, kim hyun-joo, ryu kyung-soo",2023,tv-pg,99 min,"sci-fi movies ,drama movies ,action & adventure movies",south korea,"in a post-apocalyptic near-future, a researcher at an ai lab leads the effort to end a civil war by cloning the brain of a heroic soldier — her mother."
81623336,movie,the assassin,guillermo del toro,"shin hyun-joon, lee moon-sik, kim min-kyung",2023,tv-ma,100 min,"drama movies ,period pieces ,action & adventure movies",south korea,"inan, the most famed and feared assassin in the joseon dynasty, goes on a final mission — one which he may not live to complete."
80144372,movie,asura: the city of madness,guillermo del toro,"jung woo-sung, hwang jung-min, ju ji-hoon",2016,tv-ma,132 min,"crime movies ,drama movies ,action & adventure movies ,social issue dramas",south korea,"caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on."
81161926,movie,the merciless,guillermo del toro,"sul kyung-gu, yim si-wan, kim hie-won",2017,tv-ma,120 min,"crime movies ,drama movies ,action & adventure movies",south korea,two former inmates who met in prison try to survive the brutal world of organized crime where no one can be trusted -- and everyone’s betrayed.
80013891,movie,rurouni kenshin: the legend ends,guillermo del toro,"takeru satoh, emi takei, yusuke iseya",2014,tv-14,134 min,"period pieces ,action & adventure movies",japan,kenshin trains with his master to learn the final techniques he needs to stop shishio from taking down the government and plunging japan into chaos.
